,0,1
1013102,1,"@catanetwork Good heavens, did it really? I shall try to use my subtle powers for good... "
1551419,1,@CrosbyLoggins I voted. Twice. 
563096,-1,is sat looking out the tipping rain wishing it was sunny 
89797,-1,i have a bad boo boo paper cut on my finger 
466688,-1,@altruismandme Shit. you win at living 
528997,-1,My gardening skills are severely lacking. It looks a mess out there! I want my garden to be pretty and enchanted but 1 half is a disaster 
760142,-1,@Sizemattic  no way to upload pics on this tiny tweet. 
1431696,1,Day one of Physical Exertion from Hell is over. Pedometer says I walked/ran almost 12 miles today. Watching hockey before I pass out. 
209764,-1,kevin up to now i dont have internet  .... !!!
749088,-1,@acjudge no Dance this week for me  working wednesday night. could maybe catch the follow up Thurs!
1540185,1,Good Morning World!   off to work
725648,-1,Today was so fun!. I love the summer. 1st day of vacation and I'm already sunburned 
69038,-1,@desdemona there are two in toronto i believe. near the eaton centre. i try to stay away because they eat my money  need shorts though. hm
91951,-1,@lalavazquez U aint respond back to none of my tweet  ...hopefully u read them n ....and i hope u really enjoy ur day
1005310,1,blowing nose and drinking heaps of water 
1028086,1,http://bit.ly/osbc5  - I Have An Addiction To This Song  But Does Anyone Blame Me?
1408834,1,"@_decode_ Yep I'd believe it, I find the bad guys easier to write "
1007979,1,@kahenya plus it reeks of pimping. 
1272538,1,"@kkgirl3 Ok sure, but did I earn it already?  hehe "
1440177,1,@Fishinsmit Haha Congratz! I won last time! 
980173,1,"@suzysmiles it's alright hun, glad to do it...what a complete loser indeed! Happy kickboxing! I'd love to do that someday soon! "
530365,-1,Ahhh it's not on urbandictionary. Someone tell me what swagnanamous is  please?
887959,1,"@abigaleeeepjy oo like the one opp sch. and mcp sells 6 for $4.60  but tts like $0.77 per can, not much diff lor."
328954,-1,@nemobeatz hope that 4 am shift worked out...and I DONE TOLE YOU ABOUT KOGI!   when are you in la next? (Ps: fares are cheeeeap now!)
1433436,1,I think I permanently smell of bonfire. Oh well  Another bonfire....
1420712,1,@MissLaura317 Lol all of them pretty much. And I bet she's fine 
628831,-1,@ColiBaby14 DID I LEAVE BLACK SUN GLASSES AT UR JOB?????   
368239,-1,I just got back from school...and dreaming about Taylor Lautner's HACKIN' EIGHT PACK!!!--I'm gonna miss my friends after gradutation. 
192479,-1,I have my own heart.  No one knows whats here and whats inside of this. :| 
8032,-1,mourning the loss of my puppy Nala 
1061954,1,"@evil_kinegro That's awesome!  Congrats, Miss KC!!"
258160,-1,"I honestly have NOTHING else going on, not even the Dallas show   and if I stay stubborn the tear could become irreparable"
719821,-1,@sallytheshizzle http://twitpic.com/7yve3 - i googled it too    NOTHING!!! it must have been a one off thing. cause they're was al ...
932863,1,Longest 'nap' evar. Bizzare tease dream. Plot: crew and I build &amp; board DIY SPACEROCKET because Burning Man held ON MARS this year. Rad. 
220759,-1,"My love life is old, far away and collecting dust... "
1311964,1,Going to bed! Huzzah!  Other things are secret... Seeeecret....  I wonder if people RP on here?
1299811,1,I love going onto Fmylife.com !! It makes me feel so much better about mine ! 
708644,-1,"bummer, you bet me. "
333163,-1,I thought up a great name for the Orc this afternoon on the drive home but I'm completely spacing on the first syllable of it 
195852,-1,@michaelajayne I didn't see cassadee at all after you twittered! im sorry I couldn't get you the pic 
358128,-1,Gym! Now i have to take my final 
334457,-1,"Got my tickets to see Ben Folds at the Palais, September 3. Shattered I missed him when he played with the MSO in 2006  Woot! Ben Folds!"
1316274,1,"English Exam, yay "
692505,-1,"@palais1977 aw im sorry  but dont worry,u're gonna live 4eva cuz u're awesome ;) i'm guessing u must be the coolest mom ever "
45940,-1,urat tare afara.. ploua 
304551,-1,@BlackieChan86 soz to hear chocolate bear 
1385094,1,New CBL ebay shop will be launching....more details to follow 
187863,-1,Stupid Benjamin Button making me cry.  So good.
107396,-1,"Aaliyah - At your best (you are loved) .. awww, I miss her  she had such great raw talent &lt;3"
100625,-1,Forecast says high in the 80's in Front Royal VA for 100 mile run on Saturday.  Not a PR temp. 
1155890,1,wants a cupcake 
64318,-1,@haacked Dallas County in Texas lowers speed limit to 60 from 70 even in relatively rural areas. Got nailed this weekend 
636196,-1,@Nattaalie hell ya i do i am so soreee  7hours straight of work ill be suprised if i can even move tomorrow haha
1350276,1,@WitchAmy - Stephen Fry is my husband in the alternative universe. 
653729,-1,"got back from a big sailin boat today, was on it for a week, missed twittering to peopl "
415523,-1,Ouch... Today was a sucky day.  Random Fact: crying/being sad makes me tired.
188979,-1,@WilyOdysseus  sorry about your friend that passed 
1485509,1,@SolveMyMaze I'm drowning my sorrows at the chippy! 
243300,-1,Had to bail on White Mountains hike due to hail 
1569635,1,just found out that my favorite person in the entire world is going to come see me!!!  you have no idea how excited i am!!! 
1018488,1,At the bean! Come say hello. 
1408637,1,@DavidArchie hi david..gudluck with ur pr4mance 2nyt! Haha.. 
1192981,1,emmm just got this thing. today I played in a charity football tournament scored two and set up another. didnt won but maybe should have. 
759155,-1,"@Born_Confused Shame, he never gave us a shout out "
504925,-1,Voda r giving away 20 HTC Magic's on Friday. You're all lucky - I'm not aloud to play  Good Luck!!! http://tinyurl.com/lpcj5x #vodafonenz
906154,1,@alphamoongirl I'd love to but I think the trek from London would be a bit too much 
157031,-1,"Hmm, not much of a run log anymore. Too lazy  Ok, update: Wk 1: 35.1mi, Wk 2: 46.6mi. Just did 10 more @7:08: http://tinyurl.com/ltgp8h"
1345592,1,@TimNebergall @zalexander @TexasJackFlash @Djalfy  THANK YOU for the #followfriday love!  
282569,-1,Air France flight AF447 crashes with 228 passengers. Feeling  ...May lord give all strength to their families and friends.
190867,-1,Now I feel bad for assasinating @angelzilla  I so sorry!!
295945,-1,About to give up 
745427,-1,@miqotu We had permits for the Harbourfront Music Garden. 
29292,-1,@Trokse_Eskort nope sure don't know one 
24427,-1,maybe cutting all ties is the best thing....so sad tho ....i will miss you 
989745,1,@hitchnelson yay I love that song! 
184997,-1,@VizardKid [tear] 
1481594,1,Nathan might go mini putting with Marcus and chill at his house for a while. Nicholas and I can chill together and do something 
22202,-1,Need some help Tweetdeck-wise. Does it delete all the tweets I've seen or even more so there are tweets I may never see? 
661993,-1,So sore today. Haven't heard from anyone today  I feel lonley. Heh or is that boredum? Anywhoo what's eveyone up to?
795041,-1,Jus woke up. Hoping that you'll tlk to me today  didn't really sleep long lastnight
1005033,1,"@iLoveColbyO I have a question, are you sure that the colby we are following is the real colby o'donis?? "
974843,1,@Struble Indeed it is!  @jeffool #getoffmylawn (And other things old fogies say.)  Hahaha.  
377999,-1,need to get to bed....have SAT subject tests in the morning (and ACT's are next week  ) oh well...let's hope this goes ok.
71242,-1,@jimboxiii trying to find a buyer or put it into storage.  I will miss it. Any interest??
988117,1,It's 7:00 am.  Yay. 
358560,-1,@Malarkey After reading the pro scaffolding comment I just snotted over my keyboard from laugh combustion 
147862,-1,Steve at his favorite place in the world! It's not Annapolis. My bad with the photo crop.  http://yfrog.com/16nb8j
253634,-1,@Anddh No! I'm talking to my friends now.. I guess I won't study today 
943919,1,Denver Nuggets are now in the West Conference Finals vs. Lakers or Rockets 
1447098,1,That pizza spot on 110th is calling me.....Mmm Mmm  what happened to me going to bed getting beauty rest?
710060,-1,Home by myself. Wishing i was in Bton at the MAS for Absolute Justice 3. 
31039,-1,First day back at college 
979834,1,sincerelysally - Welcome  I love cupcakes too! http://tumblr.com/xa11t4stb
410757,-1,@MKupperman I don't get the ref!  Something to do wtih NKOTB (before my time) or Saw IV??
386310,-1,@Souplex Why do you wanna abort it? 
1553951,1,Wow #Greentherestaurant is sooo nice 
442853,-1,drew the short straw and now i have to paint the porch rails!    
305481,-1,"well.. yeah, yesterday was Wear Me Down, and today was Fool.. play it over and over and over.. geezz.... "
212107,-1,"Maxed out costumes in MUA - Cap, Daredevil, Fury, Black Panther, and Moon Knight - So many more to go! "
768762,-1,"@alanadanielle womp, its physiology.. I can't sleep! I'll fail "
1220960,1,"goin to sleep now, nunightt "
1140148,1,@klhoster They are called Oatmeal Fruit cookies and are from &quot;Simply In Season&quot; Cookbook 
1212049,1,My mom's hilarious. She told me to pretend like 'Shes not here' i.e. 'Quit asking where everything in the kitchen is' 
843267,1,@aghman I can give you lot of suggestions about swearing!! eheh! 
491865,-1,why hello tweet friends...how i have been neglecting you due to sickness 
1336134,1,&amp;nd things couldn't be better...I wouldn't trade him for all the tacos in the world 
1021018,1,@bcmystery @linda_grimes Let the backyard revisions &amp; dandelion crowning commence... until allergies or naughty puggles intervene 
241595,-1,I kinda still feel like shit... even though this should be fixed. 
1214261,1,@bryanboy hope you get to feeling better!  
993070,1,believe in yourself! never let anything get in your way of reaching your dream. lock in. be fearless!  you're worth it!! you can do it!
1448257,1,@MasterSlayer66 Assuming that includes me g'nite 
720849,-1,thought my dog was one of the special ones. yet she too drinks from the toilet 
1055399,1,checkin out safari 4.0 i love it 
1111215,1,@queenbibi Enjoy the paella  And bring us back some sun plz!
738621,-1,Depressed Today. 
1432366,1,chevy camaro for sweet 16?  oh yes mom that sounds like a great car haa
718372,-1,@HelloxCodiee I'm a photographer &amp;a anime artist I wanna do your next album art  x Sir Mudkip x
1386131,1,My first shift and I had a working house fire   sleep for an hour then another 24 at the 32 house
666830,-1,didnt think addressing all of these cards would take as long as making them did.   grrr... #MailArt
1448485,1,@redisfresh Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1296823,1,@Rivet_Gun LOL so you won't have problems asking for volunteers 
833303,1,@jonasbrothers hi! just droppin by.  have a nice day!.  xoxo
1453829,1,if you havnt alredy please follow @miley_cyrusfans @jonas_bros_fans @selena_G_fans those are my other fan twitters 
896360,1,"@brandonscott Its ok, i got it. thanks though! "
842440,1,@lovessunflowers Supercute! 
1020559,1,Fall out boy is looking pretty damn sexy right now 
898678,1,finally it's live...Yes...my first Cafe 
1077687,1,got 3 more books! now I have 6 books to read. 
78681,-1,"@jackalltimelow i see you, i asked you for a picture but you aid later "
318772,-1,@stretfordend so what did you think of manchester united performance in rome  i was waay disapointed  X
924662,1,@Woody_in_MK he is isn't he *sigh* I'm soooo lucky 
47664,-1,boring saturday ngiht 
954285,1,"@osmosisfutzing Dude, Jy's in Die Kaap...The Mountain doesn't like it when we tweet vulgarities. LOL "
904899,1,Getting ready for my first &quot;real&quot; day of work in five months...words of encouragement are welcome 
183764,-1,Trying Netbeans PHP editor. It doesn't have a code completion 
102696,-1,@MichaelDittus @JustinWalden on of my friends in HS worked there and everyone was awesome. I'm sure her and the good ppl moved though 
37192,-1,gonna take a long lunch nap like there's no tomorrow &amp; the day after tomorrow... except I've got to wake up b4 3 for work 
173066,-1,headache  wanna see my Julie
706651,-1,My mom is taking my dog to the Humain Society. Don't want to get rid of him but we have to. 
1022029,1,"@kukukuan Awesome!  i'm using it as main browser, looking how i get along with it.."
462365,-1,"@Killaya no let it out, I held it in after the Fort Wayne show and that wasn't good. I'm just apathetic about everything right now. "
438342,-1,@wendilynnmakeup Will u miss @estebanics when u go back to Heroes? Does that mean no YouTube videos of Estee's crazy dances 4 awhile? 
97743,-1,"Today is not going to be my day, can't talk, spilt orange juice all over the carpet and tripped over my laptop cable "
1439964,1,@manda_turner Oh dear....I hope you made a big fool of yourself! 
1161252,1,"@GamrothTaylor I am starting to worry about you, only I have Navy Seal type sleep hours. "
1432167,1,Who wants to help me move this week? Don't all jump up at once 
191469,-1,@TheAnand Page Not Found 
658101,-1,@erdufylla That's why I make mine from scratch. 
76688,-1,My flight info has been forgotten 
483806,-1,@MdmPoppyFields Anything! Anything for this to go away 
608481,-1,@lectronice:  aww but radioactive green is SO my color 
1423387,1,All I do is party.. ha ha ha ha.. seriously HAHA. Like I would ever go to party. 
875374,1,"@liamvickery dude, thanks for the #followfriday karma, very same back atcha "
487567,-1,my stomach hurts 
1062604,1,"@toysrevil That would be awfully cool, to meet up like that! Singapore'n'Latvia = one love, hehehehe "
996025,1,@crucifire The answer is a resounding yes! 
1577744,1,"@saamanthajaane bahahahah, she's a loser  who should die. or get her vocal chords removed."
514283,-1,first time sleeping out after weeks! - but tomorrow next project is coming up..! not much time left to hang out and relax 
694498,-1,Sadly it seems I was very wrong on my lions prediction. We've been outclassed. 
698085,-1,"diming the lights again, glowing inside again.. @thegetawayplan rocked. its sad to see a band with so much talent breaking up "
468022,-1,@amiralovesyou aww im not online there..it wont workk 
1550174,1,@jeffstaple pictures on that 
335568,-1,"I'm soooo hungry, but it's toooo late to eat anything.  Gotta suck it up "
642937,-1,Failed medical again  Must get thinner.
1304835,1,Just got off work another day done 
111982,-1,"Oh god ... I haven't tweeted in so long, nothing strange or startling. Modules next week - I am SO sacked, Uh-oh  xxx"
480592,-1,The birds are talking to me but I don't know what they're saying. 
565949,-1,Everything is soaked 
349461,-1,Watch the Earth disappear  http://bit.ly/137A2c
127180,-1,still has the post-eurovision blues  but the 8 new songs he's acquired for his eurovision collection are helping him through...
1327113,1,Have been watching movies all day and night! And currently my new object of affection is JUDE LAW *hot accent* !! 
279893,-1,I'm sooooo tired!!! I can't believe it's already Monday! I hope this day goes by quickly so I can go back to bed. 
1129511,1,I LOVE YOU BABY GAGA!!!!!! ILL SEE YOU SOON! 
1060257,1,http://twitpic.com/67a99 - My dragon with some rockin scales 
375937,-1,"@firstofoctiber LMAO! 610..USA fashion,not*my*fashion!!it was 10 of june...not 6 of october!!! ROFL!!! (and I still go without cookies   )"
1579268,1,English online resit exam today 1.00pm wish me good luck! 
1452327,1,@rjsh who is this guy? Changing avatars should be banned  it took me a minute do identify you again )
196802,-1,"some random middle-aged man is ringing the door and i'm the only one in with my PJs on  not answering the door, GO AWAY MR.MAN!"
1434464,1,@saraclaridge1 its an italian restaurant with great food. Just when i thought noone actually read what i put. Lol thanx. 
63514,-1,"Okay, i gotta go now. Need to get some sleep. &amp; there's school later in the morning "
451507,-1,@hypnotic I know  *cries*
1022235,1,@michaeljbassett Oooooo exciting and intriguing... Can't wait! 
641084,-1,Headache everyday for 3 weeks now I swear it's the headache from hell 
1233173,1,my hairs a mess but its hotttttt outsideee.  sunsunsun(L) http://tinyurl.com/kkew7f
606293,-1,If Topanga (Danielle Fishel) gets nailed for DUI what hope do *we* have? 
458767,-1,@happychaos444 write my paper for me and i'll be done sooner! hahah i want to be done too  almost!
470175,-1,I keep my temperature always up and down. Looks like a fever.. Miss moi amigos 
109517,-1,Studing   Exam week for school this week 
395534,-1,We wait for the weekend then what??....rain....wander round town aimlessly..then me here talking to myself ..and him?...pub!So exciting 
1087339,1,watching comedy central after roscoes 
1015907,1,@rolyseal aww gttd! Lol oo also saw the msg &amp;it lks nice  hw cm google mapsl leme st vu ther n nt here? :S ..Sxx
1204561,1,I say i would 'dig'gory cedrics peen anyday 
457754,-1,started my car today for the first time since my bday in April! I really need to sell it.. but Im too lazy to do the leg work! 
331033,-1,@mskathy awww your avatar is hiding 
1127971,1,@lisisilveira Guess Twitter is having some problems with the new scam attack. Hope it will work tomorrow. 
480277,-1,"@nina_nina_nina so whats new? ive been chatting w/ JJ on facebook, but no word from u  lol"
380425,-1,"may be the weekend, but work tomorrow "
1258394,1,"@sonya_westfall omg, she's so awkward, i kinda love it a lot. especially when she dropped her award "
239469,-1,"@MariahCarey &quot;Whisper voice&quot;, what a shame Mariah. Not many have a full voice like yours and you seldom use it.  "
765558,-1,At the pool tryna work on my tan. The water feels soooo good! I miss doin this all the time 
104580,-1,Somehow found myself stuck in the 80's with a really bad Van Halen wanna be band  wtf
546045,-1,@photophly I'm sorry to hear that.  
741781,-1,"Father's Day &amp; our 6 year anniversary today.  Dad &amp; J are at church, I'm home with sick C. "
118796,-1,@MagdaS i have band practice 
764664,-1,@phonescooper what was the headlline?  or did i miss the joke?  i'm slow today 
102176,-1,"@snanibush ahah I know pooks. But when I think of one, I think of the other. I'm waayyy too tired for the twitterness right now "
270785,-1,"@nirrimi nice, i want one with a qwerty keyboard as well. i saw the samsung impression but it's not available in europe (yet?). "
1574061,1,FINALLY it's gonna be the 17th yayyyyy 
864809,1,I learned a lot about adrenalin yesterday while trying rock climbing for the first time... 
1382337,1,"Had friends round last night, and off to other friends 'Bon voyage' party tonight, 8 months in and we are finally getting our lives back "
1267801,1,love you daddy  
210465,-1,"my day isnt goin good so far! ..my body ache, i need a massage "
609250,-1,@amberback well. You are right . It's just showing. Most of time it's not working. 
768249,-1,presumably no cakey people out there cos still have no idea for cake 
1332105,1,@twinkle47 thanks I'm doing a Mock theory on line &amp; I just checked and you can *mwah* you just saved me a trip! Thanks hun 
1199413,1,@therealTiffany lol make sure ur drawer spits ur shorts back out cause u'll need em wen u come 2 Hawaii LOL so hot &amp; humid blah!!  rock on
828980,1,"Another Wings victory, and the Tripod gig, it's been a good night.  "
1056422,1,@namilos    Thank you!  Glad to help.
1235977,1,"@NikoleCamarae: okay, well how do you know its to another girl, and not you ;) trust me, i will thursday is the day  hahaha."
60047,-1,"mah bed's calling me, too bad my ass is here for the nxt 4 hrs...double shifts arent fun "
485310,-1,yayyy thunderstorm. where tf is @PoisonPrince ? 
131692,-1,@Missjademusic i know vicky texted me  i really wanted to see you guys
994277,1,The Sims 3 includes playable ghosts! 
1296702,1,@singswell you should tour here! i would love to  hahaha BOM DIA (yes its right! ) i'm fine! but its very cold today. how u doing buddy?
30793,-1,I think this new song is going to be called shadow. i couldnt think of another title 
915630,1,just did my bit to stimulate the economy 
505036,-1,Good night. my brother is a computer hog. 
1399065,1,sniffles...... SEEING @glgx3 TODAYYYYYYY! 
223245,-1,@Britneezy I DONTTTTT. But my parents want me to go to a HBCU and thats the only one I applied to  I dont want my Mac to get stolen..lol
694881,-1,@jamiedavinci i was touched din during the spoliarium history...  and the paintings about the deaths during war 
962205,1,Heading to fisherman's wharf...its gonna be hot today 92 degress 
1526649,1,@songjunkee1018 Yes. I do. 
1166666,1,@iamdiddy The knickerbockers NEED LEBRON!!  Sorry Diddy...true that SHAT!!  
1295125,1,@vanessahudgensV  awe........ try random people 
796998,-1,Soo pissed off right now that Rock Band 2 for Wii has been delayed AGAIN - day before release 
1312736,1,@JustinAvioli Thanks!  I'm busy forming bad habits for you to help me break. 
732314,-1,@coolashaker Yeah I'll have a peak at you photos when you put them up! Englands been rubbish and miserable  I want sunshine!!
29548,-1,back at work  wish I was still on holiday......
541099,-1,I wish we had AT&amp;T I always see commercials for it. I hate bell 
690531,-1,@katia_mauricio wow I'm impressed with the gujariti language!! Rekha is moving out!!  !!!
1210897,1,He's so cute-a-licious 
1423547,1,@MissRissa baby you my everythaaaaang haha.. uh oh.. sounds like you had a bad moment...have glass of wine (or 20) and smile 
20175,-1,@MariahCarey I'm up 2. Just got off work at 3:20. And now I'm home laying in bed and can't sleep. 
613914,-1,@Ginger_Swan He's dumb for doing so 
1521764,1,@mobbler Lucky guy  I guess i should start developing for s60 #n97
1590301,1,GOOD morning!!!!... Hmmm i want some Starbucks Oatmeal 
324797,-1,"@oliviamunn Resisting the urge to make a joke about soap being dropped ... oh damn, just did "
893983,1,@BitsofBeauty i guess i need it right now. thanx for this 
609279,-1,@ntnyc i tried looking for that info.. i guess i trashed it.. sorry 
335026,-1,ok so I tried changing my background. and I can't! so twitter says I have a bug  how did you change yours?
758695,-1,@alexa_aux you *still* on probation?! that suuucks  x
1279433,1,i swear im not lying for her again! its not my problem and to be honest shes taking the mick now! MORNING ALL  X
422960,-1,"@candyisrad Awww, it'll be ok. Cheer up.  I'll give you some of our bread if you want."
1428167,1,just graduuuuuuuuated 
1042743,1,":o @AdamLeber ALREADY ?? omg, oh well cant wait to see "
934274,1,"@djp_rez woot! hope u have safe flight. so excited for u! make sure to eat sum tex-mex and bbq while u r there! and most of all, ROCK IT! "
461346,-1,"Tons of pics up on facebook from #bonnaroo ... Way too much fun! Sucks to be home. My best friend leaves in 2 days, sad drive to airport "
1441945,1,Good night Twitterverse...Thanks to all of my tweeting friends!! 
500065,-1,"oh! havin a headache all day, finally feelin a bit better. Gonna go to bed early, class in the morning&gt;miss fam already  we had fun tho."
365014,-1,@tbichris lawl i'd totally heal for you if i were still playing 
591879,-1,@seal really?!? So mad I missed it!  we moved to NC from NYC. Were u in NC or Myrtle Beach? That's where we saw you in '99.
560902,-1,"@flugge 7pm, from what I hear "
518821,-1,@DuceDaPrivilege just chillin and sending my resume to a couple companies  wht s good? you still feel twisted lol?
1533023,1,@VanceStudios LOL!  Good thing your cat is keeping you in line... 
1119584,1,I HAVE TO GO.... BYE! LY!!! 
925207,1,@dizz  No won't be manning a stand just floating about same as yourself. Arrived today and will be about till Wed. Should bump into you 
845485,1,is playing with my friends 
622360,-1,"omg, asked my mom if i can buy the big bang board game and she almost slapped me LMAOO feel like bb internet shopping "
1015282,1,@moonfall I actually thought of you when I read his little Shilo rant--I figured you'd kill me if I suggested you 
368637,-1,@dingyu I'll stay at the hotel then.  
1526792,1,Anyone else wanna be apart of NickJDreaming? 
1206623,1,"@amyfjackson the calamari and sweet &amp; sour sauce thurs hit the spot. but yeah, maybe you can do your next event at mermaid inn. i'll come "
131366,-1,I'm scared like hell  something's wrong with my computer or something is inside the internet 
1207766,1,six flags was amazing  it was totally worth freezing my ass off. 
1311669,1,@bjwysoske I do own it! I was the one that told you to watch it the first time 
1346199,1,"@melkoudela meeeeeel, :B acho que vou comeÃ§ar a twitta.  USIOUSAO."
559345,-1,"@CrystalHarris Hello, did you stop using Facebook ? "
1321295,1,@Leesa_ allright! that's the way ... 
1580675,1,Hannah Montana: The Movie was an awesome movie! 
829591,1,is a fan of Suzi Perry! 
273120,-1,"@Fraser101 Nothing, he was just very distant. maybe he is slightly mad at me for not carrying on..  I thought of a good band name yday...!"
718215,-1,@itsdarryldsmith BOOOO to @itsdarryldsmith for hurting my feelings  I go cry in my drink now.... lol
1191651,1,"@pixiesongs haha pixie, i can't believe someone else tweeted the exact same thing as me lol! I've added you on myspace btw  x"
418652,-1,Can't sleep! And need to work tomorrow morning...    hopefully goofy and pluto will keep me awake
392333,-1,ughhhhhhhhhhhhh 
1515327,1,I had the most awesome sleep EVER last night 
1558986,1,i bought two harry potter shirts today &lt;333  &amp;all of gavin degraw's cds &lt;3333
506493,-1,I got my car back!!! Ya digg? With the new window that I'll be paying for...  lol
679547,-1,@thefunkclothing I've finally figured it out... I hate coding 
492137,-1,"Bummer...if this rain keeps up, I dont know if I can head to Ida's show "
932107,1,@satisfymysoul Goodnight 
266239,-1,Work on a Monday morning is even less appealing when the sun is shining. 
1430074,1,@selectmatt haha i would too 
1040211,1,"RIP Frog, but...sleeptime "
443207,-1,"@alicatdancer113 Yeah, really, I heard about it.  I'm sorry.  I'm glad all is well now."
1182053,1,@CarolineMel2 couldnt agree more .. well maybe 2 days xD PS: `ello 
726372,-1,i want a new kitty 
227883,-1,@VanessaZavala thats cool but wait were gonna miss my birthday thing? 
17824,-1,bar hoppin over quick 
977700,1,Review deadline postponed!  Have a nice day! 
1150285,1,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com "
574551,-1,"Sitting at work, ready to go home. "
971537,1,"The habit with my sis and celia. Its good here  what to do, what to dooo now"
1311293,1,@nelly133 i think your roots are ace  lol...
999672,1,"Today will be a better day, for you and me "
1186190,1,"Sugar pie honey bunch, you know that I Love YOU   http://twitpic.com/6cn88"
875834,1,@lilyroseallen happy birthday  x
247950,-1,@BabeNatasha im good im good just really hungry  wat u gonna make me?
1013893,1,@lexylexylexy good luck @ your interview 
1060570,1,"@masscontrolkern Hi Frank, what kind of a web design are we talking about? I am not local but sure interested  just retweeted you"
550151,-1,Sigh. I wish I knew more Japanese. Finding images for these rare movies was almost impossible. 
944889,1,@lil_vhie Thanks! 
1162271,1,Waiting for my iPod to charge a little bit then gonna sit outside 
502083,-1,@DannieLovesYou is a Monster and people run away from her! worse come back ever I will get you back! @MileyCyrus omg dont believe her!  oi
855694,1,@melkettle Sounds so appealing as I listen to 2 crying children 
606935,-1,@souljaboytellem welcome to the Minnie!! Sorry it is raining! 
173301,-1,Man i cant belive that you did what you did? Everything does not look as good as it is.. 
813236,1,Going to nadiasss  battle of the bands wasnt so great
1086593,1,"@KhloeKardashian CONGRATS!  The phone lines were busy the whole time, so I would call that a success!  "
1203240,1,@RebeccaRountree twitterberry changed my life  lol
1571356,1,@michhh12 Ahh thank you! Yep! I'm soooo excited! 
296717,-1,My heart herts 
808274,1,@mathisenk the format of your 'tweet' reminds me of our stint as AP Lit Sweensters multiple choice question writers 
1450371,1,listening scream 
1530858,1,On bus on way to VTR.  Nice and sunny naow! Roar.
560928,-1,@nirabycats haha yea.. i still got classes until 29th  and the summer break starts at the end of nov ((
1502953,1,Following [New]: @Twitter_Tips @Sacca @QueenRania @wefollow @Etsy and last but not least @LennyKravitz +sogladthatIcouldDM @LDNfashion 
987584,1,cricket later  . nxt week french open YAYA. http://ff.im/-2ZXiq
1347085,1,Off to Michel's... the others bought a present... lucky me 
1296611,1,&quot;love transcends all space and time . . .&quot; . . . later ya'll  â« http://blip.fm/~7hqu4
1557959,1,@heartbreaker_27 thx 
943686,1,cool ads on the side of buses   - http://smoont.com/amazing-ads/
1097839,1,"@selenagomez Awww we will Miss Joey too, seeing her in your crazy youtube video's made me  you 2 were soo funni, follow me x"
93594,-1,Ok time to work 
1258916,1,@geophreyg let me know when u get one. Would like to see it. 
1497032,1,thinking of heading t bed after an unproductive day 
400794,-1,@gebrauchslyrik I knew about Stephen already! The other great dames aren't her tho 
984239,1,"I've said it before, I'll say it again: I kick ass as a Warrior in WoW. "
1522211,1,its such a bad week fr manu fans (LIKE ME!) o.O...i miss u ronaldo...now..ill b spportin barca 
1438575,1,chillaxin with my bestesttt friend 
1197835,1,@__POKERFACE__ omg that is so nice!!! i love u  xxx
982918,1,@stickyfingerss :tle.. lu beli di oynoyn jg.. hihih.. itu ex housemate gw tuh.. hahaha.. 
563465,-1,"@niqui it totally crossed my mind, but just not enough time...booo "
630836,-1,@AnthxnyJE Yeah - That's what I thought  and I just got this iphone back in January! Too early to move without spending $300-$400 - Thanks
612600,-1,Still sick  about to go to watercourse and hopefully feel a little better to study tonight
1196517,1,I just caught a sneak peak of the New Moon trailor. Eek... 
830327,1,@supware Hi there  It's a great idea 2 be be there on twitter. Currently using iDialer on Samsung i900. Thanks a lot 4 the good work 
1397259,1,And thank to my BFF Maryon for the bottom 
304583,-1,@DrQueenie2 @DrQueenie2 I wrote u on facebook and u didn't respond to that either 
930068,1,@heruniquesoul he is alright. he will be around this weekend 
994053,1,has just played an old game Cadillacs &amp; Dinosaurs which I used to play in the old days. Wow 
154746,-1,Wishing my sit e would get some sales...  
417959,-1,I miss and want my manny back 
1490644,1,"Even tho I miss school, I am luvin this freedom "
1478022,1,Place for friends and dating (USERS ONLINE 134.432) http://bit.ly/16ksAX 
1432964,1,@Maria_Bentley maria what are you up to? can kyle and i chill with you till i pick up the other girls 
821087,1,@theloudquietguy 
1027934,1,@moearora I know 
1591525,1,@PaceyGorilla (clears throat nervously) Erm..yes..and im not really the best person to judge so il forward them on to you!! LOL 
555361,-1,Is ready to go home and sleep...i think i might have the flu again  anyone want to come mow my lawn today?
452043,-1,"@BRODIE__ thy art is murder, obviously. lol. uh this band I really liked but can't remember the name.  I'll find out.."
47201,-1,I wanna see Sam!  I'm lonesome right about now. Lmfao. XD
406512,-1,I don't know what to do 
207640,-1,He's forgetting his words 
1400541,1,@artistsong ê²°ë¡ ì ?ì¼ë¡ ë¶ë¬ì´ê±°ì£ . ê·¸ë° ì?í©ë¤ì?´...ê·¸ê² í?ê°ì? ê¸°ì  ìëê² ì´ì?  ì?´ë ê² ë§?íë©´ ìí ë?¼ë?
895830,1,"@Solzah oh, it has nothing to do with how long the tweets are (though that is bothersome) it's another type of limit. But thanks anyway! "
836519,1,I love when mcdonalds workers are enthusiastic and say you look like an actress 
989766,1,"@urbanwriters Marvellous, and likewise! "
